Sr,Population,value
1681.611720827773,Competition Specialist,6041.838161588009
1703.0650292528444,Competition Specialist,6118.917439717453
1724.7920301341949,Competition Specialist,6196.980063454182
1746.7962151272457,Competition Specialist,6276.038577966198
1769.0811204325116,Competition Specialist,6356.105688364813
1791.6503273639014,Competition Specialist,6437.194261919538
1814.5074629242417,Competition Specialist,6519.317330034873
1837.6562003881704,Competition Specialist,6602.488089381833
1861.1002598924472,Competition Specialist,6686.719745975463
1884.8434090337953,Competition Specialist,6770.851632681496
1908.889463474391,Competition Specialist,6733.659177809303
1933.2422875550453,Competition Specialist,6733.629503761894
1957.905794916241,Competition Specialist,6733.629503949235
1982.8839491270714,Competition Specialist,6733.629503196775
2008.1807643222025,Competition Specialist,6733.629502886351
2033.8003058469822,Competition Specialist,6733.629502744852
2059.7466909107484,Competition Specialist,6733.629502911742
2086.024089248505,Competition Specialist,6733.629503035879
2112.6367237910063,Competition Specialist,6733.629503044956
2139.5888713434215,Competition Specialist,6733.629503034481
2166.8848632726344,Competition Specialist,6733.629503035499
2194.5290862033135,Competition Specialist,6733.629503046265
2222.525982722885,Competition Specialist,6733.629503082021
2250.880052095462,Competition Specialist,6733.629503033923
2279.5958509849193,Competition Specialist,6733.629503033289
2308.6779941871696,Competition Specialist,6733.6295030316915
2338.1311553717815,Competition Specialist,6733.629503032806
2367.9600678330785,Competition Specialist,6733.6295030317
2398.169525250793,Competition Specialist,6733.629503240156
2428.7643824604506,Competition Specialist,6733.629503027422
2459.7495562335657,Competition Specialist,6733.629503027066
2491.1300260677885,Competition Specialist,6733.629503031785
2522.910834987154,Competition Specialist,6733.629503041264
2555.097090352507,Competition Specialist,6733.629503028737
2587.693964682303,Competition Specialist,6733.629503031627
2620.7066964838523,Competition Specialist,6733.62950303001
2654.1405910951735,Competition Specialist,6733.629503054354
2688.0010215376074,Competition Specialist,6733.629503032802
2722.293429379274,Competition Specialist,6733.629503041938
2757.0233256095826,Competition Specialist,6733.629503031799
2792.19629152487,Competition Specialist,6733.629503005935
2827.817979625341,Competition Specialist,6733.62950302225
2863.894114523477,Competition Specialist,6733.629503031814
2900.4304938639916,Competition Specialist,6733.629503032215
2937.4329892555656,Competition Specialist,6733.629503029526
2974.9075472144405,Competition Specialist,6733.62950302447
3012.86019012005,Competition Specialist,6733.629503032989
3051.297017182871,Competition Specialist,6733.629503006304
3090.2242054245785,Competition Specialist,6733.629503030033
3129.6480106707504,Competition Specialist,6733.629503080108
3169.574768556207,Competition Specialist,6733.6296619567
3210.0108955431715,Competition Specialist,6733.5118142380925
3250.96288995246,Competition Specialist,6733.620947750496
3292.4373330077688,Competition Specialist,6733.615623441367
3334.4408898933416,Competition Specialist,6733.610230989237
3376.9803108250912,Competition Specialist,6733.604769711898
3420.062432135391,Competition Specialist,6733.599238658791
3463.6941773717344,Competition Specialist,6733.593637292673
3507.882558409363,Competition Specialist,6733.587964327906
3552.6346765781395,Competition Specialist,6733.5822189889805
3597.9577238037637,Competition Specialist,6733.576400354587
3643.8589837635445,Competition Specialist,6733.570507487916
3690.3458330569547,Competition Specialist,6733.564539442402
3737.425742391064,Competition Specialist,6733.558495258927
3785.106277781153,Competition Specialist,6733.552373966289
3833.3951017666013,Competition Specialist,6733.546174580786
3882.299974642294,Competition Specialist,6733.539896106047
3931.82875570577,Competition Specialist,6733.533537533889
3981.9894045202295,Competition Specialist,6733.5270978400595
4032.7899821937053,Competition Specialist,6733.52057599212
4084.2386526745217,Competition Specialist,6733.513970941135
4136.343684063274,Competition Specialist,6733.507281625663
4189.113449941588,Competition Specialist,6733.500506970644
4242.556430717777,Competition Specialist,6733.493645887303
4296.6812149897105,Competition Specialist,6733.486697273151
4351.49650092505,Competition Specialist,6733.479660011508
4407.011097659075,Competition Specialist,6733.472532971325
4463.233926710397,Competition Specialist,6733.465315007304
4520.174023414664,Competition Specialist,6733.458004959471
4577.840538376617,Competition Specialist,6733.450601653052
4636.242738940639,Competition Specialist,6733.443103898348
4695.390010680058,Competition Specialist,6733.43551049045
4755.291858905486,Competition Specialist,6733.427820208801
4815.957910192351,Competition Specialist,6733.420031817807
4877.397913927969,Competition Specialist,6733.412144065726
4939.621743878321,Competition Specialist,6733.4041556849825
5002.6393997748,Competition Specialist,6733.396065391754
5066.461008921268,Competition Specialist,6733.387871885905
5131.096827821533,Competition Specialist,6733.379573850695
5196.557243827658,Competition Specialist,6733.37116995257
5262.852776809257,Competition Specialist,6733.362658840962
5329.994080844088,Competition Specialist,6733.354039148148
5397.991945930254,Competition Specialist,6733.345309488825
5466.857299720181,Competition Specialist,6733.336468460114
5536.601209276792,Competition Specialist,6733.327514641209
5607.234882852033,Competition Specialist,6733.318446593171
5678.76967168809,Competition Specialist,6733.309262858769
5751.217071841614,Competition Specialist,6733.299961961978
5824.588726031214,Competition Specialist,6733.290542408172
5898.896425508493,Competition Specialist,6733.281002683686
5974.152111952983,Competition Specialist,6733.271341255317
6050.367879391224,Competition Specialist,6733.261556570399
6127.555976140354,Competition Specialist,6733.251647056507
6205.7288067765,Competition Specialist,6733.241611121128
6284.898934128248,Competition Specialist,6733.231447151439
6365.079081295571,Competition Specialist,6733.221153514009
6446.282133694491,Competition Specialist,6733.210728554601
6528.521141127847,Competition Specialist,6733.200170597866
6611.809319882495,Competition Specialist,6733.189477947077
6696.160054853222,Competition Specialist,6733.178648883857
6781.58690169376,Competition Specialist,6733.167681667913
6868.103588995307,Competition Specialist,6733.156574536763
6955.724020492732,Competition Specialist,6733.145325705413
7044.462277299037,Competition Specialist,6733.133933366118
7134.332620168256,Competition Specialist,6733.122395688042
7225.349491787214,Competition Specialist,6733.110710817058
7317.527519096606,Competition Specialist,6733.09887687529
7410.881515641569,Competition Specialist,6733.086891960987
7505.426483952362,Competition Specialist,6733.074754148076
7601.17761795533,Competition Specialist,6733.062461485983
7698.150305414641,Competition Specialist,6733.0500119991675
7796.360130405237,Competition Specialist,6733.037403686928
7895.822875817228,Competition Specialist,6733.024634523044
7996.554525892347,Competition Specialist,6733.01170245543
8098.571268792684,Competition Specialist,6732.998605405876
8201.889499202203,Competition Specialist,6732.9853412695675
8306.525820961508,Competition Specialist,6732.971907914885
8412.49704973612,Competition Specialist,6732.958303182919
8519.8202157189,Competition Specialist,6732.94452488746
8628.512566366895,Competition Specialist,6732.930570814176
8738.591569173057,Competition Specialist,6732.91643872059
8850.074914473438,Competition Specialist,6732.902126335569
8962.98051829007,Competition Specialist,6732.887631359084
9077.326525210223,Competition Specialist,6732.872951461652
9193.131311302326,Competition Specialist,6732.85808428195
9310.413487069076,Competition Specialist,6732.843027437323
9429.191900438324,Competition Specialist,6732.827778501453
9549.485639791967,Competition Specialist,6732.81233502597
9671.314037033631,Competition Specialist,6732.796694528993
9794.696670695395,Competition Specialist,6732.780854497006
9919.653369084137,Competition Specialist,6732.764812384427
10046.204213468132,Competition Specialist,6732.7485656132085
10174.36954130415,Competition Specialist,6732.7321115723635
10304.169949505875,Competition Specialist,6732.715447617663
10435.626297753925,Competition Specialist,6732.698571071133
10568.75971184805,Competition Specialist,6732.681479220538
10703.591587102306,Competition Specialist,6732.664169319229
10840.14359178331,Competition Specialist,6732.646638585251
10978.437670592484,Competition Specialist,6732.628884201467
11118.4960481927,Competition Specialist,6732.610972687587
11260.3412327799,Competition Specialist,6732.5923891150915
11403.996019700331,Competition Specialist,6732.5747147308
11549.483495113791,Competition Specialist,6732.555580916551
11696.827039703847,Competition Specialist,6732.536656387495
11846.05033243518,Competition Specialist,6732.517498896205
11997.177354358855,Competition Specialist,6732.498097001537
12150.232392466372,Competition Specialist,6732.47844758552
12305.240043592616,Competition Specialist,6732.458547490342
12462.225218368741,Competition Specialist,6732.438393517919
12621.213145225462,Competition Specialist,6732.417982429541
12782.229374447415,Competition Specialist,6732.39731094486
12945.29978227916,Competition Specialist,6732.376375741913
13110.450575083778,Competition Specialist,6732.3551734562825
13277.708293554291,Competition Specialist,6732.334073690394
13447.099816978958,Competition Specialist,6732.311953964192
13618.652367560828,Competition Specialist,6732.289929812107
13792.393514792659,Competition Specialist,6732.267624684975
13968.351179887397,Competition Specialist,6732.2444570310645
14146.553640265303,Competition Specialist,6732.222157121598
14327.029534098294,Competition Specialist,6732.19848480779
14509.8078649123,Competition Specialist,6732.175522045276
14694.918006248172,Competition Specialist,6732.151757351071
14882.38970638237,Competition Specialist,6732.127689476826
15072.253093107556,Competition Specialist,6732.103707138207
15264.538678574369,Competition Specialist,6732.079160862024
15459.277364194786,Competition Specialist,6732.053627846779
15656.500445608335,Competition Specialist,6732.028298285818
15856.239617711371,Competition Specialist,6732.0026652874085
16058.526979750659,Competition Specialist,6731.97669535801
16263.395040481906,Competition Specialist,6731.949802432048
16470.876723394143,Competition Specialist,6731.923757330789
16681.005372000593,Competition Specialist,6731.896972209771
16893.814755197352,Competition Specialist,6731.86873401589
17109.339072690134,Competition Specialist,6731.841764393123
17327.61296049042,Competition Specialist,6731.813768356609
17548.671496481522,Competition Specialist,6731.785665488794
17772.55020605602,Competition Specialist,6731.756504028415
17999.285067824763,Competition Specialist,6731.727538168932
18228.91251939887,Competition Specialist,6731.698058281211
18461.469463245456,Competition Specialist,6731.668534449692
18696.993272618136,Competition Specialist,6731.637790939918
18935.521797562953,Competition Specialist,6731.607637702639
19177.093371001327,Competition Specialist,6731.577299148549
19421.746814890244,Competition Specialist,6731.545414227588
19669.521446461233,Competition Specialist,6731.513602310223
19920.457084538713,Competition Specialist,6731.480776487067
20174.594055939364,Competition Specialist,6731.448269012997
20431.973201952704,Competition Specialist,6731.414972450609
20692.63588490458,Competition Specialist,6731.381762091416
20956.623994804308,Competition Specialist,6731.3478709352585
21223.979956076717,Competition Specialist,6731.3140414878835
21494.746734379805,Competition Specialist,6731.278201935533
21768.967843509832,Competition Specialist,6731.243920299135
22046.687352394074,Competition Specialist,6731.206794824818
22327.94989217305,Competition Specialist,6731.171771168226
22612.800663372796,Competition Specialist,6731.135531160993
22901.285443169167,Competition Specialist,6731.098950905687
23193.450592744273,Competition Specialist,6731.060704064139
23489.343064737077,Competition Specialist,6731.022888102302
23789.01041078891,Competition Specialist,6730.983880911915
24092.500789185386,Competition Specialist,6730.945959580675
24399.862972595503,Competition Specialist,6730.905410093917
24711.14635590999,Competition Specialist,6730.86666568887
25026.400964179167,Competition Specialist,6730.825387377359
25345.677460652347,Competition Specialist,6730.784634985186
25669.02715491952,Competition Specialist,6730.743364513246
25996.502011157405,Competition Specialist,6730.701895874033
26328.1546564802,Competition Specialist,6730.659149733635
26664.0383893971,Competition Specialist,6730.615594239509
27004.2071883777,Competition Specialist,6730.57195502782
27348.715720526674,Competition Specialist,6730.527483635602
27697.61935036891,Competition Specialist,6730.482452695166
28050.974148747213,Competition Specialist,6730.437783556572
28408.836901833012,Competition Specialist,6730.390129915338
28771.26512025234,Competition Specialist,6730.3433976924125
29138.317048327885,Competition Specialist,6730.2974939427795
29510.05167343955,Competition Specialist,6730.249054062524
29886.528735503827,Competition Specialist,6730.203226840746
30267.80873657441,Competition Specialist,6730.152025211852
30653.952950565235,Competition Specialist,6730.103049368497
31045.02343309761,Competition Specialist,6730.052426913376
31441.083031472648,Competition Specialist,6730.001308160595
31842.19539477161,Competition Specialist,6729.950428802199
32248.424984084453,Competition Specialist,6729.89868344816
32659.837082868937,Competition Specialist,6729.8448481632795
33076.49780744242,Competition Specialist,6729.79121112058
33498.474117606915,Competition Specialist,6729.736576579281
33925.83382740992,Competition Specialist,6729.681460847033
34358.645616042595,Competition Specialist,6729.626814286289
34796.97903887688,Competition Specialist,6729.570642599071
35240.90453864351,Competition Specialist,6729.513711336918
35690.493456752294,Competition Specialist,6729.457630201262
36145.81804475754,Competition Specialist,6729.3973844667025
36606.951475969065,Competition Specialist,6729.338447621698
37073.96785721134,Competition Specialist,6729.278117329229
37546.94224073337,Competition Specialist,6729.218489586859
38025.95063626969,Competition Specialist,6729.156745537281
38511.07002325569,Competition Specialist,6729.094202779283
39002.37836319859,Competition Specialist,6729.031653355756
39499.95461220639,Competition Specialist,6728.9672727514135
40003.87873367658,Competition Specialist,6728.902405687768
40514.23171114647,Competition Specialist,6728.837035704485
41031.09556130814,Competition Specialist,6728.770254557074
41554.5533471888,Competition Specialist,6728.7015132348615
42084.68919149921,Competition Specialist,6728.634075617055
42621.588290153246,Competition Specialist,6728.56589836486
43165.336925959,Competition Specialist,6728.497117279278
43716.02248248502,Competition Specialist,6728.426915479724
44273.73345810337,Competition Specialist,6728.354332240848
44838.55948021191,Competition Specialist,6728.283044263343
45410.591319637584,Competition Specialist,6728.20890648074
45989.92090522438,Competition Specialist,6728.134491004041
46576.64133860644,Competition Specialist,6728.05793171561
47170.84690917022,Competition Specialist,6727.983127963893
47772.633109207,Competition Specialist,6727.904762814965
48382.09664925957,Competition Specialist,6727.826106890311
48999.33547366384,Competition Specialist,6727.748890108354
49624.44877628914,Competition Specialist,6727.666983407144
50257.537016479226,Competition Specialist,6727.5861794705015
50898.70193519685,Competition Specialist,6727.503179448272
51548.04657137365,Competition Specialist,6727.420036772675
52205.67527846975,Competition Specialist,6727.336341076239
52871.69374124356,Competition Specialist,6727.250192313959
53546.20899273613,Competition Specialist,6727.163210229673
54229.32943147155,Competition Specialist,6727.075571197511
54921.16483887789,Competition Specialist,6726.986465804652
55621.82639692926,Competition Specialist,6726.896889831143
56331.42670601352,Competition Specialist,6726.805815746969
57050.07980302781,Competition Specialist,6726.7139115058935
57777.90117970507,Competition Specialist,6726.620967813674
58515.00780117376,Competition Specialist,6726.5263791746975
59261.51812475552,Competition Specialist,6726.429439265825
60017.55211900154,Competition Specialist,6726.333893239559
60783.23128297236,Competition Specialist,6726.235203217383
61558.67866576306,Competition Specialist,6726.134438632165
62344.01888627864,Competition Specialist,6726.033550399228
63139.37815326057,Competition Specialist,6725.932663190976
63944.884285569366,Competition Specialist,6725.828912818051
64760.6667327258,Competition Specialist,6725.724520203797
65586.85659571436,Competition Specialist,6725.618637118381
66423.58664805138,Competition Specialist,6725.511406983813
67270.99135712336,Competition Specialist,6725.4028165785685
68129.20690579608,Competition Specialist,6725.292357664245
68998.37121430025,Competition Specialist,6725.180931152742
69878.62396239558,Competition Specialist,6725.067700246872
70770.10661181889,Competition Specialist,6724.953286865903
71672.9624290174,Competition Specialist,6724.837260780638
72587.33650817246,Competition Specialist,6724.719828167253
73513.37579451718,Competition Specialist,6724.6008119950375
74451.22910795143,Competition Specialist,6724.48034407008
75401.04716695752,Competition Specialist,6724.358290632501
76362.98261282242,Competition Specialist,6724.23499204081
77337.19003416746,Competition Specialist,6724.109795677942
78323.82599179204,Competition Specialist,6723.983139979532
79323.04904383309,Competition Specialist,6723.854745469869
80335.01977124735,Competition Specialist,6723.724931645409
81359.90080361694,Competition Specialist,6723.593512863365
82397.85684528512,Competition Specialist,6723.460422703878
83449.05470182517,Competition Specialist,6723.325793879164
84513.66330684721,Competition Specialist,6723.189403010702
85591.85374914619,Competition Specialist,6723.051745210525
86683.79930019774,Competition Specialist,6722.912311454083
87789.67544200335,Competition Specialist,6722.771030998336
88909.65989529167,Competition Specialist,6722.6283907596535
90043.93264807848,Competition Specialist,6722.4841879444775
91192.67598459298,Competition Specialist,6722.338125981583
92356.07451457114,Competition Specialist,6722.190492557292
93534.31520292377,Competition Specialist,6722.041209061116
94727.58739978286,Competition Specialist,6721.890105030319
95936.08287093147,Competition Specialist,6721.737266166297
97159.99582862075,Competition Specialist,6721.582434457217
98399.52296278227,Competition Specialist,6721.425571359416
99654.8634726365,Competition Specialist,6721.266702162289
100926.21909870484,Competition Specialist,6721.1055263207145
102213.79415523158,Competition Specialist,6720.942133684931
103517.79556301763,Competition Specialist,6720.776214008916
104838.4328826741,Competition Specialist,6720.607636483743
106175.9183482999,Competition Specialist,6720.436382890551
107530.46690158901,Competition Specialist,6720.262491143785
108902.29622637304,Competition Specialist,6720.08474822159
110291.62678360348,Competition Specialist,6719.904241823661
111698.68184678226,Competition Specialist,6719.720338414069
113123.68753784259,Competition Specialist,6719.532789770407
114566.87286348727,Competition Specialist,6719.34146336671
116028.46975199282,Competition Specialist,6719.146206883765
117508.71309048076,Competition Specialist,6718.94716569874
119007.84076266561,Competition Specialist,6718.7438739655445
120526.09368708414,Competition Specialist,6718.536485800857
122063.71585581239,Competition Specialist,6718.325115088634
123620.95437367691,Competition Specialist,6718.109278584828
125198.05949796486,Competition Specialist,6717.889364912175
126795.2846786434,Competition Specialist,6717.66529569447
128412.88659908975,Competition Specialist,6717.437017610712
130051.12521734099,Competition Specialist,6717.204699395653
131710.26380787234,Competition Specialist,6716.96851149879
133390.56900390587,Competition Specialist,6716.728523572871
135092.31084026027,Competition Specialist,6716.48479548912
136815.76279674706,Competition Specialist,6716.237893067778
138561.20184212027,Competition Specialist,6715.987761297956
140328.9084785873,Competition Specialist,6715.734693777794
142119.16678688623,Competition Specialist,6715.47913374363
143932.26447194064,Competition Specialist,6715.221387762321
145768.492909095,Competition Specialist,6714.961643541455
147628.1471909391,Competition Specialist,6714.700205058935
149511.52617473333,Competition Specialist,6714.437264069803
151418.9325304352,Competition Specialist,6714.173524447402
153350.67278934078,Competition Specialist,6713.909005683022
155307.05739334584,Competition Specialist,6713.644275162248
157288.40074483582,Competition Specialist,6713.3801199872
159295.0212572123,Competition Specialist,6713.115615253497
161327.24140606273,Competition Specialist,6712.852549152851
163385.38778098638,Competition Specialist,6712.590849706159
165469.79113807643,Competition Specialist,6712.330463014176
167580.78645307687,Competition Specialist,6712.070874005788
169718.7129752137,Competition Specialist,6711.815096844309
171883.91428171456,Competition Specialist,6711.561132473834
174076.7383330235,Competition Specialist,6711.309241345593
176297.5375287204,Competition Specialist,6711.060826462858
178546.66876415352,Competition Specialist,6710.816260879013
180824.49348779517,Competition Specialist,6710.574289452689
183131.3777593269,Competition Specialist,6710.3361556104055
185467.69230847014,Competition Specialist,6710.101623556287
187833.81259456163,Competition Specialist,6709.8711208594195
190230.11886689457,Competition Specialist,6709.644360524078
192656.9962258253,Competition Specialist,6709.42136328741
195114.83468466165,Competition Specialist,6709.202700224325
197604.0292323402,Competition Specialist,6708.988448934524
200124.9798969035,Competition Specialist,6708.778189823477
202678.09180978674,Competition Specialist,6708.571850768579
205263.77527092522,Competition Specialist,6708.3692994445055
207882.44581469023,Competition Specialist,6708.170818762489
210534.52427667083,Competition Specialist,6707.976016916494
213220.4368613011,Competition Specialist,6707.784750867648
215940.61521035677,Competition Specialist,6707.5970799839615
218695.49647232075,Competition Specialist,6707.412474340661
221485.52337263591,Competition Specialist,6707.230924741592
224311.1442848537,Competition Specialist,6707.051968388976
227172.81330269028,Competition Specialist,6706.875801730631
230070.99031300197,Competition Specialist,6706.701839899175
233006.14106969247,Competition Specialist,6706.529714603801
235978.73726856004,Competition Specialist,6706.3591212309875
238989.25662310526,Competition Specialist,6706.190260498009
242038.1829412985,Competition Specialist,6706.021853822375
245126.006203334,Competition Specialist,6705.854387622184
248253.22264037063,Competition Specialist,6705.688057685001
251420.33481427966,Competition Specialist,6705.520723929293
254627.85169840933,Competition Specialist,6705.352910387452
257876.28875937982,Competition Specialist,6705.185040712108
261166.16803992176,Competition Specialist,6705.01537477716
264498.01824277197,Competition Specialist,6704.844959950505
267872.3748156372,Competition Specialist,6704.672782638084
271289.780037247,Competition Specialist,6704.497990858573
274750.7831044972,Competition Specialist,6704.3219670836725
278255.94022071257,Competition Specialist,6704.142486136015
281805.81468502985,Competition Specialist,6703.960187735898
285400.97698292375,Competition Specialist,6703.775175684793
289042.00487788714,Competition Specialist,6703.587534428119
292729.4835042813,Competition Specialist,6703.395364636501
296464.0054613707,Competition Specialist,6703.1989099010125
300246.1709085549,Competition Specialist,6702.999018453494
304076.5876618214,Competition Specialist,6702.796066273457
307955.871291423,Competition Specialist,6702.586477931465
311884.64522080205,Competition Specialist,6702.374738092243
315863.5408267819,Competition Specialist,6702.158113351866
319893.19754103007,Competition Specialist,6701.938326864614
323974.2629528195,Competition Specialist,6701.712098435017
328107.39291309996,Competition Specialist,6701.482890592157
332293.25163989683,Competition Specialist,6701.250269372884
336532.5118250557,Competition Specialist,6701.01244959363
340825.85474234517,Competition Specialist,6700.770565638959
345173.9703569455,Competition Specialist,6700.524735983199
349577.55743632786,Competition Specialist,6700.2756650491065
354037.3236625486,Competition Specialist,6700.023255177215
358553.9857459817,Competition Specialist,6699.768179102397
363128.26954049565,Competition Specialist,6699.510313504395
367760.91016010306,Competition Specialist,6699.250198521966
372452.6520970979,Competition Specialist,6698.98906515061
377204.24934169935,Competition Specialist,6698.724667434335
382016.46550322376,Competition Specialist,6698.45947645417
386890.07393279753,Competition Specialist,6698.194037913298
391825.857847644,Competition Specialist,6697.928056637096
396824.6104569486,Competition Specialist,6697.664246348384
401887.1350893299,Competition Specialist,6697.398771105169
407014.2453219439,Competition Specialist,6697.134611553863
412206.7651112274,Competition Specialist,6696.873287578929
417465.52892531344,Competition Specialist,6696.611734094712
422791.38187813526,Competition Specialist,6696.35732279668
428185.1798652407,Competition Specialist,6696.104615662171
433647.78970134084,Competition Specialist,6695.855824564694
439180.0892596086,Competition Specialist,6695.611878005679
444782.96761276305,Competition Specialist,6695.375475302148
450457.3251759463,Competition Specialist,6695.143958383816
456204.07385142246,Competition Specialist,6694.921522592561
462024.1371751313,Competition Specialist,6694.703753075849
467918.450465102,Competition Specialist,6694.495288306321
473887.9609717651,Competition Specialist,6694.298022862585
479933.6280301816,Competition Specialist,6694.111896371844
486056.4232142129,Competition Specialist,6693.934531067463
492257.33049266017,Competition Specialist,6693.767255444639
498537.34638738935,Competition Specialist,6693.6126934379035
504897.4801334852,Competition Specialist,6693.472303324003
511338.75384143315,Competition Specialist,6693.344377929826
517862.2026613854,Competition Specialist,6693.228182526
524468.8749495118,Competition Specialist,6693.124713109361
531159.8324364776,Competition Specialist,6693.035878250677
537936.1503980698,Competition Specialist,6692.957846502937
544798.9178279998,Competition Specialist,6692.896358575358
551749.2376129117,Competition Specialist,6692.847821420468
558788.2267096237,Competition Specialist,6692.8100001076555
565917.0163246242,Competition Specialist,6692.780167891844
573136.7520958723,Competition Specialist,6692.763421506003
580448.5942768984,Competition Specialist,6692.752694752039
587853.7179232724,Competition Specialist,6692.746188916368
595353.313081437,Competition Specialist,6692.743199546648
602948.5849799565,Competition Specialist,6692.737580722034
610640.7542232036,Competition Specialist,6692.725713654985
618431.0569875183,Competition Specialist,6692.703131616177
626320.7452198679,Competition Specialist,6692.659017691481
634311.0868390441,Competition Specialist,6692.589458583045
642403.3659394191,Competition Specialist,6692.481828822893
650598.8829973167,Competition Specialist,6692.328041384183
658898.9550799957,Competition Specialist,6692.115380256197
667304.9160573194,Competition Specialist,6691.825314199406
675818.116816111,Competition Specialist,6691.4354686382085
684439.9254772507,Competition Specialist,6690.9348005155025
693171.72761554,Competition Specialist,6690.29962457891
702014.9264823721,Competition Specialist,6689.501548837023
710970.9432312424,Competition Specialist,6688.5203607433805
720041.2171461376,Competition Specialist,6687.319304589881
729227.2058728313,Competition Specialist,6685.867409846395
738530.3856531461,Competition Specialist,6684.131249281313
747952.2515621829,Competition Specialist,6682.081770642846
757494.317748598,Competition Specialist,6679.6849138980715
767158.1176779303,Competition Specialist,6676.910184693207
776945.2043790388,Competition Specialist,6673.725816957523
786857.1506936844,Competition Specialist,6670.119360099544
796895.5495292937,Competition Specialist,6666.0762840717825
807062.014114949,Competition Specialist,6661.591349832572
817358.1782606457,Competition Specialist,6656.676483475751
827785.6966198472,Competition Specialist,6651.3581912129375
838346.2449554102,Competition Specialist,6645.676378761201
849041.5204088755,Competition Specialist,6639.685883247473
859873.2417732205,Competition Specialist,6633.458039328975
870843.1497690724,Competition Specialist,6627.074635741492
881953.0073244539,Competition Specialist,6620.6244041821765
893204.599858096,Competition Specialist,6614.202211024005
904599.7355663648,Competition Specialist,6607.896622815307
916140.2457138521,Competition Specialist,6601.78723178708
927827.9849276613,Competition Specialist,6595.943228419749
939664.8314954691,Competition Specialist,6590.4184464098
951652.6876673712,Competition Specialist,6585.2470011722735
963793.4799615795,Competition Specialist,6580.443824168899
976089.159474036,Competition Specialist,6576.013281826801
988541.7021919574,Competition Specialist,6571.945067986036
1001153.1093113902,Competition Specialist,6568.215210375896
1013925.4075588143,Competition Specialist,6564.800490089652
1026860.6495168497,Competition Specialist,6561.687386855502
1039960.9139541204,Competition Specialist,6558.833532367736
1053228.3061593163,Competition Specialist,6556.214728585255
1066664.958279539,Competition Specialist,6553.805698156399
1080273.0296629411,Competition Specialist,6551.585270952965
1094054.7072057435,Competition Specialist,6549.529066041996
1108012.2057036918,Competition Specialist,6547.619060026419
1122147.7682079803,Competition Specialist,6545.833843746526
1136463.6663857242,Competition Specialist,6544.153339356012
1150962.2008850311,Competition Specialist,6542.587573217596
1165645.7017047275,Competition Specialist,6541.09564967287
1180516.5285688057,Competition Specialist,6539.682706681208
1195577.0713056356,Competition Specialist,6538.341713832428
1210829.7502320395,Competition Specialist,6537.061688192713
1226277.0165422417,Competition Specialist,6535.833967346176
1241921.3527017846,Competition Specialist,6534.652702671012
1257765.2728464885,Competition Specialist,6533.538017513448
1273811.3231864786,Competition Specialist,6532.454443449726
1290062.0824153782,Competition Specialist,6531.425548647588
1306520.16212472,Competition Specialist,6530.441354287095
1323188.2072236435,Competition Specialist,6529.506039508428
1340068.8963639508,Competition Specialist,6528.623317125073
1357164.9423705693,Competition Specialist,6527.793405915498
1374479.0926775367,Competition Specialist,6527.032603441831
1392014.1297695197,Competition Specialist,6526.334655732543
1409772.8716289676,Competition Specialist,6525.7257125528395
1427758.1721889966,Competition Specialist,6525.195128392422
1445972.9217920196,Competition Specialist,6524.772242840394
1464420.0476542464,Competition Specialist,6524.481080534805
